병맛 옷 갈아입히기  테스트 케이스,,,
,,,
,작성 일자,2024-12-26,
,작성자,문채은,
,,,
NO,분류,테스트 케이스,
1,로딩 화면,게임 실행 시 로딩화면이 나타나는가?,
2,,로딩화면에 '게임 실행' 배경 이미지가 있는가?,
3,,게임 실행 시 '개인정보 보호정책' 알림이 나타나는가?,
4,,"알림 중앙에 '앱 사용을 시작하려면 ""계속하기""을 누르십시오.' 문구가 있는가?",
5,,"앱 사용을 시작하려면 ""계속하기""을 누르십시오.' 문구 하단에 '계속하기' 버튼이 있는가?",
6,"타이틀 
화면",계속하기' 버튼 클릭 시 타이틀 화면으로 이동하는가?,
7,,타이틀 화면 이동 시 '기본 음악' BGM이 재생되는가?,
8,,타이틀 화면 중앙에 '병맛 옷갈아입히기' 문구가 있는가?,
9,,타이틀 화면에 '타이틀 화면' 배경 이미지가 있는가?,
10,,타이틀 화면 하단에 'Tap to Start' 문구가 있는가?,
11,,Tap to Start' 문구 클릭 시 Stage 001 화면으로 이동하는가?,
12,게임 화면,Stage 001 화면 중앙에 '최애를 위한 옷 갈아입기' 문구가 있는가?,
13,,화면 클릭 시 Stage001 게임 화면으로 이동하는가?,
14,,Stage 001 게임 화면 중앙에 '통통한 기본 여고생 캐릭터' 이미지가 있는가?,
15,,화면 왼쪽 상단에 '뒤로가기' 버튼이 있는가?,
16,,화면 오른쪽 상단에 '설정' 버튼이 있는가?,
17,,화면 왼쪽 하단에 '빨간 밧줄' 이미지가 있는가?,
18,,화면 오른쪽 하단에 '보라색 코르셋' 이미지가 있는가?,
19,,화면 중앙 하단에 '◀CHOICE▶' 문구가 있는가?,
20,,화면 상단에 '최애의 팬미팅에 간닷! 날씬해보이고 싶어' 문구가 있는가?,
21,,빨간 밧줄' 이미지 클릭 시 실패화면 01으로 이동하는가?,
22,,화면 중앙에 'MISS' 문구가 있는가?,
23,,MISS' 문구 하단에 'NEXT' 버튼이 있는가?,
24,,NEXT' 버튼 클릭 시 실패화면 02로 이동하는가?,
25,,실패화면 02의 화면 상단에 'Stage 001 실패 만화' 이미지가 있는가?,
26,,"Stage 001 실패 만화' 이미지 하단에 '""저 그런 취향 없어요!"" 최애 앞에서 웬 망신!!ㅜㅜ' 문구가 있는가?",
27,," '""저 그런 취향 없어요!"" 최애 앞에서 웬 망신!!ㅜㅜ' 문구 왼쪽 하단에 'STAGE' 버튼이 있는가?",
28,," '""저 그런 취향 없어요!"" 최애 앞에서 웬 망신!!ㅜㅜ' 문구 오른쪽 하단에 'RETRY' 버튼이 있는가?",
29,,STAGE' 버튼 클릭 시 스테이지 목록 화면으로 이동하는가?,
30,,RETRY' 버튼 클릭 시 Stage 001 게임 화면으로 이동하는가?,
31,,보라색 코르셋' 이미지 클릭 시 '보라색 코르셋을 착용한 기본 여고생 캐릭터' 이미지가 중앙에 생성되는가?,
32,, '보라색 코르셋을 착용한 기본 여고생 캐릭터' 이미지가 중앙에 생성된 후 3초 뒤 Stage 001 성공화면 01로 이동하는가?,
33,,화면 중앙에 'CLEAR!' 문구가 있는가?,
34,,CLEAR!' 문구 하단에 'NEXT' 버튼이 있는가?,
35,,NEXT'버튼 클릭 시 Stage 001 성공화면 02로 이동하는가?,
36,,Stage 001 성공화면 02의 상단에 'stage 001 성공 만화' 이미지가 있는가?,
37,," 'stage 001 성공 만화' 이미지 하단에 '""나 엄청 날씬한듯"" 최애가 나한테 반하면 어쩔?' 문구가 있는가?",
38,," '""나 엄청 날씬한듯"" 최애가 나한테 반하면 어쩔?' 문구 하단에 'NEXT TIME' 버튼이 있는가?",
39,,NEXT TIME' 버튼 왼쪽 하단에 'STAGE' 버튼이 있는가?,
40,,NEXT TIME' 버튼 오른쪽 하단에 'RETRY' 버튼이 있는가?,
41,,NEXT TIME' 버튼 클릭 시 Stage 002 게임 화면으로 이동하는가?,
42,"스테이지
 목록 화면",STAGE' 버튼 클릭 시 스테이지 목록 화면으로 이동하는가?,
43,,RETRY 버튼 클릭 시 Stage 001 게임 화면으로 이동하는가?,
44,,뒤로가기'버튼 클릭 시 스테이지 목록 화면으로 이동하는가?,
45,,화면 중앙 상단에 'CLEAR 0/199' 문구가 있는가?,
46,,화면 왼쪽 상단에 '뒤로가기' 버튼이 있는가?,
47,,화면 오른쪽 상단에 '설정' 버튼이 있는가?,
48,,'CLEAR 0/199' 문구 하단에 'Stage 001 최애를 위한 옷 갈아입기' 목록이 있는가?,
49,, 'Stage 001 최애를 위한 옷 갈아입기' 목록 하단에 'Stage 002 전여친의 옷갈아입기' 목록이 있는가?,
50,,Stage 002 전여친의 옷갈아입기' 목록 하단에 'Stage 003 짝사랑여고생의 옷갈아입기' 목록이 있는가?,
51,,Stage 003 짝사랑여고생의 옷갈아입기' 목록 하단에 'Stage 004 작별의 옷갈아입히기' 목록이 있는가?,
52,,Stage 004 작별의 옷갈아입히기' 목록 하단에 'Stage 005 즉석만남에서 옷갈아입기' 목록이 있는가?,
53,,Stage 005 즉석만남에서 옷갈아입기' 목록 하단에 'Stage 006 여고생의 옷갈아입기' 목록이 있는가?,
54,,화면을 아래로 슬라이스 할 시 목록이 위로 이동하는가?,
55,,목록이 Stage 199까지 존재하는가?,
56,,Stage 001을 제외한 모든 목록이 비활성화되있는가?,
57,,비활성화된 목록의 오른쪽에 '잠긴 하트모양 열쇠' 이미지가 있는가?,
58,,비활성화된 목록 클릭 시 아무 일도 일어나지 않는가?,
59,,활성화된 Stage 001 목록 클릭 시 Stage 001의 게임 화면으로 이동하는가?,
60,설정 창,설정'버튼 클릭 시 설정 창이 나타나는가?,
61,,설정 창이 나타날 시 하단에서 위로 슬라이드하며 나타나는가?,
62,,설정 창 상단에 'Config' 문구가 있는가?,
63,,창의 왼쪽 중앙에 '사운드' 버튼이 있는가?,
64,,사운드' 버튼에 '재생중인 사운드' 이미지가 삽입되어 있는가?,
65,,창의 중앙에 '공유' 버튼이 있는가?,
66,,창의 오른쪽 중앙에 '리뷰' 버튼이 있는가?,
67,,창의 하단에 'CLOSE' 버튼이 있는가?,
68,,재생중인 사운드' 이미지가 삽입된 '사운드' 버튼 클릭 시 '기본 음악' BGM 재생이 중단되는가?,
